timestamp,avg
2024-05-30 22:31,0.74
2024-05-30 22:46,0.76
2024-05-30 23:01,0.77
2024-05-30 23:17,0.84
2024-05-30 23:32,0.84
2024-05-30 23:47,0.82
2024-05-31 00:02,0.82
2024-05-31 00:45,0.8496204017152194
2024-05-31 18:15,0.8585491685445522
2024-05-31 18:30,0.8477595317210808
2024-05-31 18:45,0.8531765125617815
2024-05-31 19:00,0.8697535872476682
2024-05-31 19:15,0.900840876656583
2024-05-31 19:30,0.9144354546887611
2024-05-31 19:45,0.8720438122258574
2024-05-31 20:01,0.8678500118310215
2024-05-31 20:16,0.8531612181825251
2024-05-31 20:31,0.8527047442792421
2024-05-31 20:46,0.8381698562032222
2024-05-31 21:01,0.8392376990306427
2024-05-31 21:16,0.8466887686861545
2024-05-31 21:31,0.8461797889841982
2024-05-31 21:47,0.8451201019443195
2024-05-31 22:02,0.8401633644055458
2024-05-31 22:17,0.8324615435295406
2024-05-31 22:32,0.8264361750136385
2024-05-31 22:47,0.8175592910116977
2024-05-31 23:02,0.8059547939174484
2024-05-31 23:17,0.808668104490395
2024-05-31 23:33,0.8048396818436667
2024-05-31 23:48,0.7966301365092503
2024-06-01 00:03,0.7912992623950399
2024-06-01 00:18,0.7893305625284746
2024-06-01 00:33,0.785622119627221
2024-06-01 00:48,0.7842614825239196
2024-06-01 01:03,0.789998166851639
2024-06-01 01:18,0.7921224170951796
2024-06-01 01:34,0.7949335908958622
2024-06-01 01:49,0.7931650762330577
2024-06-01 02:04,0.7915197576227202
2024-06-01 11:30,0.846757109605603
2024-06-01 11:45,0.8445556613511542
2024-06-01 12:00,0.846944492896638
2024-06-01 12:15,0.8419149710915216
2024-06-01 12:30,0.8441477109348324
2024-06-01 12:45,0.8508925315626946
2024-06-01 13:00,0.8497396890172104
2024-06-01 13:16,0.844467276504374
2024-06-01 13:31,0.8560798863527999
2024-06-01 13:46,0.8518866356674091
2024-06-01 14:01,0.8515223561360517
2024-06-01 14:16,0.854371784126001
2024-06-01 14:31,0.8507575626446698
2024-06-01 14:46,0.8577739646210728
